date,ship_count,avg_ship_speed,port_congestion_level,storm_events_count,cyber_attack_count,trade_value,risk_score,coverage_score,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,delivery_time_deviation,total_confirmed,total_deaths,active_cases
12-02-2021,50,13.35,8.163634141,0,0,0,0.464,0.4,35.84571597,-83.64514345,8.518041807,2.621347175,6.014982491,239.8759344,1.934336329,0.265722334,0.607209145,0.54296939,486.8636029,0.599276162,5.393495424,5012.800065,0.493508722,0.276918322,8.163701763,2.42333049,0.351176792,0.547308028,0.852904973,0.717320397,4.272271467,0,0,0
13-02-2021,117,14.31,6.277778155,4,0,0,0.4476,0.4,37.50892174,-92.36962178,8.593890914,2.56298718,6.040792291,264.4532784,1.727081743,0.407255329,0.582134426,0.584528017,545.167844,0.421748636,4.185275212,6283.778605,0.08601681,0.31309897,5.839586313,1.825448131,0.416666885,0.648876129,0.714000172,0.663462147,4.683232698,0,0,0
14-02-2021,101,12.16,7.964877703,0,0,0,0.4633,0.4,38.6700039,-89.21449832,8.10734586,2.592101171,5.171549649,390.0418136,2.1783098,0.19441532,0.565025593,0.610099081,414.0144858,0.561300128,4.51741762,5948.680598,-0.19554176,0.220387026,6.374332358,2.268118225,0.559184761,0.630042598,0.729841186,0.718145804,5.799460276,0,0,0
15-02-2021,50,12.08,7.621905629,1,0,0,0.4797,0.4,38.56063898,-85.38840635,8.619312816,2.984459911,5.492398358,409.6945193,1.925344011,0.250516824,0.639269096,0.561676491,560.9323794,0.464087779,4.832845391,7018.7533,3.085111792,0.34489361,6.34698525,2.180393992,0.519124653,0.494798999,0.830254905,0.692585694,5.181495195,0,0,0
16-02-2021,185,11.21,7.594135497,1,0,0,0.4803,0.4,40.50540955,-88.85260658,8.002552339,3.262648621,5.716460848,260.0762866,2.772362628,0.26479791,0.657755352,0.379597975,386.49826,0.635268332,6.356893605,6412.306393,2.585065415,0.332350828,5.548959415,2.290563921,0.385596089,0.645763686,0.85805286,0.844839473,4.413197855,0,0,0
17-02-2021,330,11.4,7.421656482,4,0,0,0.4631,0.4,38.66397533,-91.15620119,7.523934399,2.556894853,5.497614954,202.4867208,2.413433164,0.239534889,0.609459993,0.464228528,459.975459,0.513598697,4.574657565,6114.468074,2.884291174,0.255549338,8.275440833,2.377664211,0.603284146,0.558733708,0.798699612,0.656105902,5.859698009,0,0,0
18-02-2021,229,10.26,7.269592314,1,0,0,0.4826,0.4,38.50403363,-89.50540493,9.337823297,3.472102306,6.438558322,319.2324157,2.107431275,0.264143689,0.642174605,0.47527078,500.6283354,0.480314853,5.233266154,5616.970426,1.430563838,0.441038048,7.86447182,2.217860584,0.448618009,0.685704846,0.695452885,0.75984777,4.25540178,0,0,0
19-02-2021,280,14.09,6.584899853,1,0,0,0.4367,0.4,38.11901387,-93.7552144,8.063403946,2.356596018,4.645281194,249.936158,1.998354642,0.135094742,0.541717414,0.470049834,415.7971763,0.495975886,4.763861206,6187.396581,0.478304101,0.265324389,8.066174613,2.125705268,0.570185509,0.51823459,0.724961,0.728956251,5.912545959,0,0,0
20-02-2021,371,15.71,6.613260841,1,0,0,0.4756,0.4,37.73202177,-89.64471483,7.3593082,3.418633731,4.174044088,213.5086805,2.094323798,0.341026634,0.727231421,0.461006352,401.9185757,0.486606303,5.745453588,7040.960509,5.09555384,0.236320523,7.20035413,2.692846695,0.532775464,0.597664457,0.829756025,0.650822804,6.715115581,0,0,0
21-02-2021,397,15.14,8.15464523,0,0,0,0.479,0.4,38.76457453,-95.90422657,8.723068348,2.50622363,4.571538214,293.2592443,2.517024397,0.259701109,0.603210858,0.501595725,570.4259458,0.5136092,6.390092637,6173.68898,0.598475686,0.239731706,6.712198286,2.856427892,0.438187997,0.558567468,0.822293601,0.678398383,6.698389511,0,0,0
22-02-2021,260,10.56,7.799912034,0,0,0,0.4658,0.4,37.01292468,-85.66370361,7.760013596,2.890055133,5.333150251,314.9279475,2.229612342,0.307302552,0.476491399,0.475348388,480.7348444,0.444192042,6.092495734,6181.481286,1.455931653,0.392266367,7.700373256,2.104634483,0.556650843,0.594660509,0.838527606,0.548657261,4.176314063,0,0,0
23-02-2021,405,14.09,7.343401822,3,0,0,0.4649,0.4,40.36840274,-92.15271909,6.835803366,3.258631134,5.807754854,533.4664127,2.25125341,0.334891572,0.528634616,0.446171088,371.6042498,0.354526903,5.140119637,5608.287512,-0.784570442,0.342393117,6.204532667,2.105763025,0.470879874,0.509515028,0.840694164,0.735492191,5.721116568,0,0,0
24-02-2021,281,15.13,5.918386076,2,0,0,0.4635,0.4,40.99426547,-88.66251101,7.84781654,2.756153927,5.389598388,393.4475202,1.931309624,0.245480004,0.51422373,0.606361096,352.3844308,0.383274165,5.700431032,6312.844353,4.485928628,0.211077132,8.385431186,2.730148472,0.490628657,0.592449523,0.797945962,0.674444964,4.875732946,0,0,0
25-02-2021,191,12.31,6.736829525,2,0,0,0.4596,0.4,36.99497323,-90.27424099,7.773982606,3.430718842,5.238361039,319.2661112,1.92616911,0.270609535,0.564120347,0.380842613,480.7499182,0.499782829,5.168623803,6860.942968,-2.650587957,0.227322616,7.131859122,1.893456362,0.562997888,0.595411978,0.816233223,0.713371219,6.371115168,0,0,0
26-02-2021,218,13.15,6.821368794,1,0,0,0.4745,0.4,39.01780253,-88.44506024,7.759350674,3.171879282,4.703670728,272.8200865,2.143053782,0.248085661,0.645783294,0.55489434,458.442199,0.371719552,3.16770473,6751.398369,5.439272237,0.421216186,7.630338243,2.248495019,0.503053105,0.673205797,0.835843881,0.804566028,6.112433754,0,0,0
27-02-2021,132,9.99,7.975869542,4,0,0,0.4958,0.4,37.10101203,-91.47810457,9.191244285,3.415575804,5.242448146,380.2899641,2.016944738,0.348446181,0.638633604,0.562112372,453.0833168,0.542417053,6.907711977,7030.685331,0.76125398,0.322023245,6.774442777,2.249244463,0.542495312,0.593509672,0.795804606,0.772056246,4.888619445,0,0,0
28-02-2021,194,13.4,7.143376895,1,0,0,0.445,0.4,35.85609472,-92.90054404,7.592839754,2.249468156,4.475623822,296.2448472,2.845858548,0.164596578,0.598639378,0.619011518,315.8195848,0.429767305,5.353679304,5757.436599,-4.158005951,0.386931379,7.276712926,2.291579283,0.473210856,0.545891093,0.806289606,0.795384683,5.419894089,0,0,0
01-03-2021,249,11.4,7.252332922,4,0,0,0.4793,0.4,37.14967369,-90.04025824,8.258654261,2.872598901,4.477055704,528.9982621,2.479803112,0.332745177,0.659118174,0.466468221,420.4341134,0.577830479,6.154138933,5717.444677,-2.461916934,0.21574179,7.011926123,2.600254502,0.493246135,0.596023883,0.83944667,0.690198715,4.670574329,0,0,0
02-03-2021,368,13.3,6.235934238,2,0,0,0.4583,0.4,40.29412433,-92.95075009,9.01662864,3.121575714,5.453849675,343.6645415,1.848500245,0.409662787,0.747180128,0.436290805,398.0199063,0.557303958,4.785470429,6178.90002,-0.048452448,0.265043817,7.33326173,2.090822201,0.38569991,0.508595433,0.722453356,0.658996139,4.558961457,0,0,0
03-03-2021,463,10.66,6.32754342,3,0,0,0.4606,0.4,38.50942788,-93.78408074,8.358769738,3.241889593,5.464856099,298.184886,2.193857845,0.339014803,0.658457403,0.52787,485.2219288,0.458698331,7.480074363,6369.996439,-5.555859107,0.258569328,7.80425827,2.514787001,0.3898727,0.423400836,0.790570892,0.569283273,5.100552778,0,0,0
04-03-2021,155,13.81,7.140947857,0,0,0,0.4661,0.4,37.05881062,-88.84445821,8.421810501,3.112129151,5.563188351,325.6563008,1.763693408,0.295874685,0.682632358,0.554807192,375.5844959,0.403860636,4.589836619,5822.142143,1.077670142,0.276627035,6.995161592,1.818450038,0.470639582,0.735141539,0.836200098,0.832880735,5.549791476,0,0,0
05-03-2021,335,14.54,6.764215597,1,0,0,0.4673,0.4,38.81239117,-90.19001556,7.399378586,3.344408159,4.380390366,376.9806245,2.041562403,0.239603035,0.568130632,0.597262122,512.8373643,0.534864483,6.349738704,5487.860718,-2.845347311,0.218307304,6.26098863,2.33536898,0.49683179,0.709969293,0.812774103,0.664382333,5.884164298,0,0,0
06-03-2021,195,11.83,7.950421645,1,0,0,0.4359,0.4,38.9562198,-93.58445126,6.410536729,2.06131994,3.971461806,313.7546683,2.022616597,0.277075838,0.581487926,0.49404462,487.7321718,0.36652976,4.187880365,5324.941768,-1.550776459,0.298045446,7.65051841,1.995344216,0.579712971,0.714828986,0.802773311,0.676647972,3.932753787,0,0,0
07-03-2021,349,11.29,7.37295637,1,0,0,0.4613,0.4,38.36611996,-90.54779673,8.178671501,3.183277467,4.847988534,344.1091944,2.204323861,0.197282686,0.635179669,0.472367254,456.7405667,0.48758886,5.562473089,5915.383226,-1.88867971,0.285868066,6.318239777,3.019917331,0.436758258,0.626783534,0.809766162,0.675814124,4.576172091,0,0,0
08-03-2021,292,9.77,6.59342719,3,0,0,0.467,0.4,37.95004736,-92.22383986,7.969890215,2.845102609,4.921607362,311.7939212,2.325272692,0.28536868,0.535013827,0.476232084,519.1625518,0.47759997,5.476690838,5890.641783,-1.240027499,0.346005015,7.897978791,2.510099087,0.580728703,0.500195187,0.802801184,0.748226291,5.469551918,0,0,0
09-03-2021,125,12.6,6.236355826,2,0,0,0.4709,0.4,40.89769732,-90.46358572,9.712827912,3.035845023,4.843275548,361.2401574,1.933301006,0.281963627,0.684908605,0.52377338,498.9789217,0.472479247,5.40178698,5919.957317,2.354623642,0.207296691,6.920077632,2.118553924,0.443759421,0.633484197,0.862379102,0.776543195,4.643700998,0,0,0
10-03-2021,404,12.13,6.923895297,1,0,0,0.4687,0.4,40.2180697,-89.41106335,7.347897717,3.843480237,4.067839884,329.7877912,2.111788924,0.38192048,0.634687247,0.488272527,448.271263,0.380294819,5.089163089,5743.590241,-0.284927942,0.264583021,6.197903138,1.678834403,0.378934891,0.749963517,0.889043036,0.775521969,6.85751417,0,0,0
11-03-2021,253,10.67,7.255833647,3,0,0,0.4665,0.4,38.13418156,-90.59562736,7.024585181,2.513905695,5.395127759,292.9898955,2.318426922,0.391756542,0.590922421,0.669851139,540.9150169,0.543659861,3.580332836,6700.417978,-1.974894894,0.220326768,7.119030278,2.556448639,0.446313942,0.746026181,0.703877553,0.574223675,5.189453578,0,0,0
12-03-2021,264,13.68,7.187095498,1,0,0,0.4403,0.4,37.13178466,-92.39765197,8.468688181,2.762137011,5.175289996,172.2440571,2.18092545,0.256990649,0.685418821,0.531291131,417.4141003,0.508390498,4.351246711,4771.546719,3.892623969,0.227897129,5.981484558,2.089628548,0.476196551,0.571923677,0.808462159,0.648321985,4.897571084,0,0,0
13-03-2021,213,12.33,7.258347003,3,0,0,0.4638,0.4,37.2340703,-84.82755476,8.467377217,3.307630566,4.241726093,454.6004821,2.085745607,0.243922404,0.688966447,0.289673387,440.974606,0.539836984,5.183857624,5236.485486,-4.196369417,0.298760258,8.25126009,2.031125585,0.554298935,0.560123469,0.768310043,0.662571705,6.137595431,0,0,0
14-03-2021,258,11.39,7.233238633,1,0,0,0.4651,0.4,37.65685977,-91.98847669,8.346803714,3.038883223,6.335680906,370.5010379,1.796481469,0.266734075,0.547943948,0.447568351,418.5069956,0.407871753,5.358062019,6647.179553,-0.57921497,0.348702295,5.904381194,2.092492547,0.509429289,0.741233423,0.840996346,0.720247766,5.010815643,0,0,0
15-03-2021,369,12.17,6.517989657,2,0,0,0.4595,0.4,38.00029467,-88.42798686,8.901607618,3.256732433,4.51941315,371.9101723,2.292395879,0.190367336,0.668379856,0.448329422,498.0851909,0.555710188,4.582216722,5872.172161,-4.075609958,0.25178376,7.510103539,2.54002062,0.405567778,0.545632324,0.755272825,0.757368363,5.525725782,0,0,0
16-03-2021,311,14.61,7.353367357,1,0,0,0.461,0.4,35.80573155,-93.13829667,8.244955864,2.230704872,5.04085203,360.0682585,2.589425074,0.400710476,0.591662978,0.461492797,504.5448751,0.338098269,3.868046762,6271.332694,2.24357057,0.241236713,6.602540191,2.464594149,0.570529619,0.705817355,0.770189753,0.728690674,3.772313208,0,0,0
17-03-2021,366,13.9,6.551754682,1,0,0,0.4773,0.4,38.32807866,-93.43614368,7.051324286,3.095799754,6.053304118,400.1355563,2.662072722,0.280341083,0.525057773,0.598681103,559.0939406,0.435848681,4.590371344,4264.135175,-0.642413048,0.238063972,6.171251121,1.948679971,0.644829017,0.751458207,0.807803225,0.826135933,6.239362136,0,0,0
18-03-2021,372,12.8,6.511635346,2,0,0,0.4754,0.4,40.65072443,-91.37112772,8.374557292,2.152301137,4.724699317,196.3064409,2.730826613,0.312052856,0.728227694,0.440780034,619.8929237,0.521960288,4.998151802,6980.653036,0.971807177,0.304424891,7.649359432,2.691057245,0.525325008,0.597671588,0.862269262,0.655941428,4.715628325,0,0,0
19-03-2021,471,13.93,7.397131798,3,0,0,0.4557,0.4,35.88182856,-90.35790747,7.880623813,2.461359128,5.376770233,398.8089625,1.720426403,0.334577348,0.521099677,0.551923942,486.9936583,0.452730652,5.423324344,6965.754724,-5.73015979,0.305959906,5.643826489,2.11236666,0.500838064,0.63731454,0.721372314,0.701914644,6.03412517,0,0,0
20-03-2021,308,11.26,7.001072394,2,0,0,0.479,0.4,39.75341523,-87.8029566,7.529483119,3.288691495,5.204291557,295.8184636,2.409363156,0.311000056,0.568911115,0.556619474,474.5664377,0.592032134,5.132967459,5824.866153,1.768989733,0.370149562,7.919008965,2.464233353,0.429244883,0.444620532,0.785826844,0.681889545,6.457769992,0,0,0
21-03-2021,198,13.05,6.673866453,4,0,0,0.4377,0.4,36.83509822,-87.84749516,8.477216262,2.620901983,4.241369101,242.4703307,2.384577819,0.259191405,0.626330372,0.507561705,437.5951114,0.425744701,6.411746441,5035.249138,-4.820158978,0.218224168,6.454564376,2.030481192,0.433289478,0.58241358,0.781725845,0.597384041,6.510468498,0,0,0
22-03-2021,456,13.22,6.362247744,4,0,0,0.4682,0.4,39.17780466,-82.94547476,7.165775782,2.434967358,6.097549489,357.3672397,2.143685162,0.233150647,0.677606903,0.45922571,311.702671,0.470186767,6.305382102,6765.236664,-0.085828119,0.147165165,6.660940427,2.700260262,0.458446164,0.700774911,0.730568549,0.693519065,7.548082522,0,0,0
23-03-2021,319,12.3,6.121834886,3,0,0,0.4545,0.4,36.59570402,-95.84312157,8.535217136,2.428152645,4.691180287,164.7907708,2.407202785,0.39915929,0.627841639,0.571621779,494.9766389,0.64464089,4.768061016,5147.601962,-0.235759563,0.214497695,7.348004767,2.43090317,0.420661254,0.609389877,0.756901097,0.649192612,5.52264066,0,0,0
24-03-2021,467,13.65,5.66947927,3,0,0,0.4407,0.4,38.00509845,-91.93263819,7.440376647,2.422204953,4.670031868,279.133826,2.326822501,0.177292615,0.742765805,0.508699694,493.3963136,0.345633715,5.155642043,6155.192254,-0.059762286,0.290165558,6.343786569,2.547180441,0.492075184,0.579782923,0.777405473,0.65172808,5.218540331,0,0,0
25-03-2021,398,11.83,6.767802209,1,0,0,0.4667,0.4,36.71942119,-95.48172763,8.631615594,3.324200732,5.936273382,262.6680902,2.217898377,0.270883718,0.570310608,0.456551562,365.2311715,0.621104938,6.872516113,5739.865032,-1.950937521,0.358136054,7.116651068,2.232146322,0.441228246,0.544892661,0.887328273,0.666099466,5.434724121,0,0,0
26-03-2021,350,13.76,6.74837803,3,0,0,0.4618,0.4,40.29854528,-93.27138509,8.672125291,3.139449496,4.871426568,257.9047501,2.096448798,0.236966707,0.681675215,0.463764654,381.9907106,0.48495546,7.280287915,5937.293378,2.342301482,0.257739166,7.34740673,2.514994141,0.501748147,0.557400449,0.897590428,0.66457196,3.58488402,0,0,0
27-03-2021,401,13.83,7.601366072,4,0,0,0.4716,0.4,39.87345327,-96.31151226,9.158556384,3.038690529,4.154173599,343.3494637,2.067019563,0.258187496,0.722895844,0.450421115,428.6519849,0.570847865,6.178750086,6205.533982,2.759489015,0.345847354,7.459218255,2.050966223,0.5063018,0.582890641,0.802976365,0.635170659,4.66755067,0,0,0
28-03-2021,565,8.62,7.480403047,2,0,0,0.4698,0.4,37.93610822,-90.44105249,6.956345951,2.531844062,4.873617757,297.2858356,2.386325197,0.395765387,0.540602288,0.680049024,460.1793317,0.344270146,6.32013798,6260.716362,1.820854115,0.365451478,6.80168791,2.276551342,0.328068265,0.575854265,0.810259499,0.829613378,5.439714085,0,0,0
29-03-2021,581,14.79,7.212286367,3,0,0,0.4532,0.4,38.57201023,-97.27520511,9.17549589,2.678392076,5.42380957,249.5601756,2.906407504,0.240459319,0.562428334,0.43456971,478.591097,0.508134858,5.725372419,6226.281378,-3.415087705,0.168364081,6.407820848,1.855869058,0.57998896,0.666522716,0.946471909,0.518644025,4.693957648,0,0,0
30-03-2021,384,8.43,6.401455045,1,0,0,0.4518,0.4,36.81552069,-91.64636542,7.200446641,1.944754995,5.487892005,312.7161384,2.451084194,0.343499558,0.569792315,0.482697771,389.9097262,0.529410022,4.944275693,6662.074391,-1.676109894,0.217587203,6.84621859,1.886786179,0.460467295,0.650019806,0.841948791,0.84551914,5.042842234,0,0,0
31-03-2021,396,12.08,7.09020515,1,0,0,0.4779,0.4,37.25082531,-93.08365139,6.96893894,2.800107662,5.832479478,205.6931762,1.97904974,0.401172241,0.686701504,0.501765481,548.6916418,0.538990353,5.024691535,6173.175244,-0.703000376,0.379252705,6.707055937,2.990899842,0.493513392,0.616383869,0.723386758,0.722004907,6.181096759,0,0,0
01-04-2021,491,14.54,7.66416016,4,0,0,0.4712,0.4,38.08271987,-82.43903378,8.618975151,3.349958648,5.068603127,288.8576671,2.288482568,0.307830122,0.675277816,0.482888128,389.7313668,0.423690689,5.526283436,6481.857543,0.827342917,0.166352461,7.677652879,2.446904396,0.457120841,0.591063041,0.828283608,0.661935483,5.559862101,0,0,0
02-04-2021,303,12.52,6.75536815,3,0,0,0.4358,0.4,37.01950938,-90.78215333,6.607888512,2.382318921,4.099036713,265.8018107,2.346328906,0.269662141,0.550321483,0.42382857,492.1535865,0.545873038,3.410553921,5485.507791,-0.167231798,0.423825045,5.97583675,2.310589069,0.486402534,0.521032975,0.746402248,0.747476369,5.378492252,0,0,0
03-04-2021,424,10.8,8.216790137,2,0,0,0.4482,0.4,39.54334558,-82.34646394,7.716220896,3.015711779,4.957050841,220.978649,2.328821355,0.341229316,0.720029761,0.564537887,491.9216198,0.543099597,3.853859532,4639.576882,-0.302300504,0.244537956,5.613601417,2.217247914,0.465134143,0.588364935,0.678665717,0.621946997,3.954717737,0,0,0
04-04-2021,392,11.36,7.603735627,3,0,0,0.4943,0.4,36.10577904,-91.30854551,7.73045647,3.225646215,4.285178631,303.3535665,2.624639148,0.443268871,0.590568368,0.560440878,446.6657613,0.496917087,6.700465374,6856.815801,-1.244243377,0.329601949,7.784581757,2.244989042,0.55355326,0.569659059,0.885357004,0.746461916,6.406829142,0,0,0
05-04-2021,430,14.54,7.471829876,1,0,0,0.497,0.4,38.86244704,-87.94061588,8.15390476,2.976918632,5.945015269,343.7570285,2.188050571,0.272304347,0.538804761,0.46537116,486.5194624,0.611677163,7.04619455,6329.122832,-2.434256316,0.329734844,8.127731936,2.403011909,0.561344472,0.708155027,0.873171311,0.612353796,6.654981367,0,0,0
06-04-2021,319,10.12,7.327053219,3,0,0,0.4554,0.4,38.46796153,-94.01143298,6.896395894,2.120436227,4.828932381,329.5815064,1.969328763,0.307870114,0.639240797,0.449946157,477.8340351,0.624983212,4.885423381,5531.631309,-0.51564216,0.352456849,7.107880612,2.8295599,0.37285614,0.548111228,0.721959037,0.794352932,4.788635156,0,0,0
07-04-2021,247,14.69,7.365202729,4,0,0,0.4698,0.4,38.01904702,-93.66499452,8.347786906,2.405068939,5.320534131,225.2998983,2.089570788,0.381295552,0.658555425,0.579284368,521.5661207,0.589325241,6.146995207,6435.170428,0.834354852,0.320514573,6.246081728,2.12006297,0.44884682,0.643651241,0.844213872,0.645081001,4.282816404,0,0,0
08-04-2021,202,12.92,5.618572123,3,0,0,0.4624,0.4,38.40100659,-94.03224119,7.014849908,3.421696113,5.669805695,304.2329909,2.092817332,0.309323679,0.723778839,0.375221225,417.2698215,0.544281144,6.190061053,5867.321044,0.949695432,0.243195375,6.382998075,1.736926905,0.57208359,0.661124019,0.740593622,0.738372684,5.862545405,0,0,0
09-04-2021,301,11.21,7.26552657,4,0,0,0.4762,0.4,36.88982469,-96.2711502,9.470449823,2.814060468,5.586160595,271.0141084,2.311155876,0.219160018,0.616563115,0.500629277,531.3123816,0.54306855,5.786627625,6496.801291,0.344290201,0.334161472,7.234525602,2.219134035,0.520869107,0.610722138,0.806344173,0.638416971,6.18973401,0,0,0
10-04-2021,371,12.13,6.645981637,3,0,0,0.459,0.4,39.09851798,-86.2652124,7.190343107,2.371070429,6.655314453,242.5594592,1.920897438,0.294830345,0.635364955,0.475611427,403.1304572,0.557822152,7.331930057,6414.637764,-0.974263279,0.235515887,5.712199059,2.440679059,0.456112694,0.619490835,0.83511734,0.682704032,4.700212703,0,0,0
11-04-2021,391,11.47,7.551002726,0,0,0,0.4464,0.4,39.70167475,-87.91844039,7.481145104,2.437704878,5.783308007,207.3652793,2.006190681,0.333065146,0.568153122,0.542214702,389.3315718,0.491905034,4.217401676,5427.184934,-0.18515351,0.322933667,7.315544685,2.216908456,0.434607145,0.584483041,0.791090313,0.685855432,4.70983912,0,0,0
12-04-2021,618,14.3,7.290932306,2,0,0,0.4662,0.4,35.44300462,-88.66969893,8.48966485,3.287481419,6.47538099,374.5428415,2.179152136,0.229261113,0.507165283,0.415834645,452.6991796,0.489302779,4.450664308,6413.510125,0.101229777,0.321986485,7.583663568,2.027762447,0.437714303,0.801065414,0.78521167,0.69861124,4.015728377,0,0,0
13-04-2021,538,14.1,7.030500558,1,0,0,0.4429,0.4,35.41514462,-90.84918288,6.44856542,3.0426335,3.921417246,310.7746525,2.111218228,0.249747754,0.584065544,0.520484878,524.2154833,0.440818816,5.696312128,5744.37943,1.620804754,0.407439281,7.077440565,2.136743492,0.46397856,0.440729604,0.7637773,0.643639674,4.530737369,0,0,0
14-04-2021,335,10.42,6.774605926,0,0,0,0.4918,0.4,38.82290033,-90.52637105,8.351160316,2.720790284,5.451724859,408.0617213,2.517426465,0.354776656,0.672674669,0.506934702,478.503653,0.510267747,5.315747682,6825.479969,0.679490249,0.266395735,6.772934248,2.753214658,0.49279525,0.628463764,0.834392113,0.750239392,5.717160317,0,0,0
15-04-2021,470,12.39,7.210255847,3,0,0,0.4641,0.4,38.58747902,-82.81673444,7.347232315,3.057568165,4.942230819,338.7746027,2.574310082,0.265621945,0.607514758,0.424909807,497.1325473,0.463954394,4.735942935,7291.764329,-1.712875627,0.271488212,7.599306531,2.844640853,0.437564208,0.51992038,0.761628328,0.678016649,4.588329385,0,0,0
16-04-2021,399,11.71,7.022110574,0,0,0,0.4688,0.4,36.63268622,-91.30493031,7.810436711,2.853951954,4.307208534,375.607992,2.593300609,0.309433073,0.570748351,0.573036291,565.5767016,0.694780072,5.461270222,4923.613266,-3.663179569,0.244341903,7.343794552,2.175376602,0.531092165,0.547553487,0.779900828,0.778441807,4.356109116,0,0,0
17-04-2021,415,14.94,6.612756942,0,0,0,0.4792,0.4,36.09075121,-94.81461311,9.139659946,2.954672066,6.245552985,366.423955,2.553512007,0.255524939,0.559790757,0.525261871,455.0055183,0.447599215,6.651477941,5961.298543,6.813474002,0.283610065,6.603953153,2.629006842,0.442316604,0.554362746,0.889697065,0.596245768,5.029708225,0,0,0
18-04-2021,465,10.97,7.419654812,4,0,0,0.459,0.4,42.29831597,-90.53722941,9.219972523,2.631259299,4.890732491,348.8697772,1.889285338,0.261839371,0.523758669,0.42617791,435.486263,0.441104471,4.871765279,6028.821498,-2.853990559,0.400177465,7.764303428,2.6731092,0.499491387,0.548704532,0.845738706,0.616974135,5.045728416,0,0,0
19-04-2021,513,15.41,7.317433661,3,0,0,0.4403,0.4,37.81202776,-95.19332052,7.374913226,2.1993965,5.088699339,310.2302704,2.204463796,0.298632646,0.567173478,0.582022953,392.3550835,0.442219298,5.780539742,4944.14425,-2.364284596,0.22365081,6.823348917,2.44921779,0.457539626,0.529944724,0.779957784,0.741557583,4.583876031,0,0,0
20-04-2021,421,12.95,7.682774654,2,0,0,0.4808,0.4,38.41421803,-86.66920209,9.808007072,3.591734657,5.19257782,215.7579191,2.141987239,0.399314036,0.51812039,0.57987357,497.7283047,0.444910756,4.642958393,6554.913384,1.180519025,0.335235287,7.880179511,2.28950214,0.506321351,0.513750576,0.912446104,0.637144309,5.22168746,0,0,0
21-04-2021,565,11.26,7.167316401,2,0,0,0.4495,0.4,36.3371393,-90.58864054,7.130287699,2.265624721,4.19388708,160.9432694,2.321135362,0.337282694,0.694576175,0.528279368,560.384011,0.445035882,3.952627639,6587.24829,-2.567683372,0.340175636,6.481009906,2.368717838,0.631613028,0.522281969,0.818689882,0.687005095,5.492132653,0,0,0
22-04-2021,348,11.98,8.097142045,2,0,0,0.4509,0.4,41.20884268,-86.83341901,6.041726143,3.324174109,4.58669413,310.8548381,2.047126062,0.201395066,0.542076453,0.451522498,287.5872488,0.356049618,3.800063541,6731.244226,-3.118236812,0.42083284,6.704072622,2.780702064,0.597897386,0.645454322,0.762888692,0.695297162,6.088147086,0,0,0
23-04-2021,467,11.8,6.235222476,2,0,0,0.4573,0.4,38.54686276,-92.74055599,8.161812137,3.448261727,4.648446063,249.9063271,2.388838186,0.381929965,0.530937322,0.537630474,468.4078335,0.548349544,4.687977568,5713.143844,2.230707739,0.289230738,6.168352429,2.644367289,0.363782164,0.563382343,0.777770321,0.617041205,5.003278734,0,0,0
24-04-2021,730,11.09,8.06238992,1,0,0,0.4571,0.4,39.51836864,-87.15567916,6.872773191,2.842791078,4.187514816,194.376453,2.189754167,0.269261456,0.654856653,0.57938496,480.3476655,0.56377926,4.286583234,5734.122119,-3.912162883,0.186635261,7.349469778,2.741834224,0.558456382,0.685482538,0.81977331,0.63760399,5.176736996,0,0,0
25-04-2021,496,13.14,7.315446034,2,0,0,0.4559,0.4,39.17333029,-93.58869812,7.603779216,3.009673744,6.125130552,262.1536217,2.334535927,0.293117516,0.627110998,0.455328826,441.7649197,0.329992009,4.619189701,5964.522127,-4.777748403,0.293233243,6.765218752,2.375921877,0.471195438,0.676646958,0.884777235,0.702074873,5.414351605,0,0,0
26-04-2021,621,11.16,7.126301005,0,0,0,0.4763,0.4,40.52162605,-97.57496201,8.969742383,2.489784973,4.77187255,354.7234389,2.04439811,0.303281436,0.654304764,0.469003432,520.6057616,0.485021817,5.077128886,5769.218352,4.699811639,0.309213209,7.442661036,3.116401068,0.58858797,0.519756348,0.91100232,0.586141127,4.422801813,0,0,0
27-04-2021,491,9.73,6.865407276,0,0,0,0.4678,0.4,37.92677525,-84.85954318,7.728980622,3.545510874,4.507998994,331.369835,2.509308913,0.382427461,0.615712111,0.513013587,394.6782442,0.480074742,4.534304769,6929.573839,2.795956141,0.250893989,6.402680627,2.012116917,0.435572993,0.512367673,0.764082102,0.823389116,5.414823526,0,0,0
28-04-2021,543,12.43,6.508020279,2,0,0,0.4664,0.4,39.22450408,-86.05252158,6.744606516,2.267934556,4.493404895,332.5996153,2.036707349,0.297802893,0.536817968,0.552725209,478.4684573,0.587130363,5.663309368,6374.024858,2.338107521,0.339622342,6.98998001,2.551256938,0.525734781,0.634496367,0.80201838,0.685499578,4.806295331,0,0,0
