date,ship_count,avg_ship_speed,port_congestion_level,storm_events_count,cyber_attack_count,trade_value,risk_score,coverage_score,vehicle_gps_latitude,vehicle_gps_longitude,fuel_consumption_rate,eta_variation_hours,traffic_congestion_level,warehouse_inventory_level,loading_unloading_time,handling_equipment_availability,order_fulfillment_status,weather_condition_severity,shipping_costs,supplier_reliability_score,lead_time_days,historical_demand,iot_temperature,cargo_condition_status,route_risk_level,customs_clearance_time,driver_behavior_score,fatigue_monitoring_score,disruption_likelihood_score,delay_probability,delivery_time_deviation,total_confirmed,total_deaths,active_cases,ship_count_r3_lag1,ship_count_r7_lag1,ship_count_r14_lag1,avg_ship_speed_r3_lag1,avg_ship_speed_r7_lag1,avg_ship_speed_r14_lag1,port_congestion_level_r3_lag1,port_congestion_level_r7_lag1,port_congestion_level_r14_lag1,storm_events_count_r3_lag1,storm_events_count_r7_lag1,storm_events_count_r14_lag1,cyber_attack_count_r3_lag1,cyber_attack_count_r7_lag1,cyber_attack_count_r14_lag1,trade_value_r3_lag1,trade_value_r7_lag1,trade_value_r14_lag1,traffic_congestion_level_r3_lag1,traffic_congestion_level_r7_lag1,traffic_congestion_level_r14_lag1,warehouse_inventory_level_r3_lag1,warehouse_inventory_level_r7_lag1,warehouse_inventory_level_r14_lag1,fuel_consumption_rate_r3_lag1,fuel_consumption_rate_r7_lag1,fuel_consumption_rate_r14_lag1,historical_demand_r3_lag1,historical_demand_r7_lag1,historical_demand_r14_lag1
07-03-2020,690,12.74,0.0,4,0,445036000,0.0462,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,105312,3553,44999,442.6666666666667,511.14285714285717,487.5,12.479999999999999,13.332857142857142,13.61357142857143,6.502435281666667,5.726758062571429,6.4079325185,1.3333333333333333,1.8571428571428572,1.5714285714285714,96.0,82.28571428571429,82.28571428571429,0.0,217445000.0,228159142.85714287,4.932450321666667,4.347503375285714,3.855591431857143,279.1235500666667,228.90485107142857,245.22967067142855,7.61637111066666,6.624752280571428,6.178944196714285,5735.455866333334,5151.273869285715,4753.016693642857
07-03-2021,349,11.29,7.37295637,1,0,0,0.4613,0.4,38.36611996,-90.54779673,8.178671501,3.183277467,4.847988534,344.1091944,2.204323861,0.197282686,0.635179669,0.472367254,456.7405667,0.48758886,5.562473089,5915.383226,-1.88867971,0.285868066,6.318239777,3.019917331,0.436758258,0.626783534,0.809766162,0.675814124,4.576172091,0,0,0,607.3333333333334,568.8571428571429,491.64285714285717,12.249999999999998,13.207142857142857,13.568571428571428,4.383225913333334,4.657643501142857,5.961662634714286,2.0,1.8571428571428572,1.7857142857142858,96.0,82.28571428571429,82.28571428571429,148345333.33333334,281021571.4285714,259947428.57142857,2.905542725666667,3.609492771428571,3.453357407928572,214.62390280000002,189.15236772857142,222.47524222142854,4.832783218666661,5.499847563,5.563683453071428,3672.0642273333337,4269.092008142857,4341.180088714286
07-03-2022,373,13.37,7.46463792,2,0,0,0.4769,0.4,38.14256982,-94.26068869,9.649196009,3.105049026,5.941715441,172.3302783,1.941415449,0.450113749,0.628677851,0.597255508,401.4966806,0.595630644,3.863642063,7158.597767,2.724373792,0.293726518,6.223952213,2.231335619,0.581585638,0.561036883,0.770853636,0.633082429,5.954623908,0,0,0,647.0,539.7142857142857,489.92857142857144,11.54,13.008571428571429,13.391428571428573,4.702424015333334,4.830433835714286,5.937536276571429,2.0,1.7142857142857142,1.8571428571428572,96.0,82.28571428571429,61.714285714285715,148345333.33333334,281021571.4285714,259947428.57142857,2.9578644059999992,3.5141445701428573,3.470698091642857,199.9303432,215.55423832857144,230.91030598571427,5.202760020999994,5.686481939142857,5.703415105785715,3564.277813666666,4207.3010970000005,4264.891320142857
07-03-2023,661,15.31,5.453616408,4,288,0,0.4529,0.6,38.82215033,-92.89121663,5.655682946,2.322961548,4.694971668,232.261122,2.159907133,0.328771368,0.5013652,0.510461758,435.8554234,0.528669147,4.520536273,3699.377491,-1.274389919,0.418083447,7.331995662,1.615070536,0.407015715,0.575658162,0.743302851,0.733631271,5.084237011,0,0,0,470.6666666666667,470.42857142857144,513.0,12.466666666666663,12.70142857142857,13.370714285714286,4.945864763333334,4.906414304999999,5.980937930142857,2.3333333333333335,1.5714285714285714,1.9285714285714286,0.0,41.142857142857146,61.714285714285715,148345333.33333334,281021571.4285714,140510785.7142857,3.596567991666666,3.655293562857143,3.8951063374285715,172.1464909,193.40144612857145,222.92318205,5.942622503333328,5.810997263142857,6.392643392142857,4357.993664333334,4325.764084571429,4776.219732071429
07-04-2020,685,14.21,0.0,4,0,1428121000,0.0693,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1413849,86915,1033269,461.0,485.85714285714283,524.7142857142857,13.32333333333333,12.87857142857143,13.234285714285715,6.763736899333334,5.685502363285714,5.819300830785714,2.3333333333333335,2.142857142857143,2.142857142857143,96.0,82.28571428571429,82.28571428571429,0.0,63576571.428571425,140510785.7142857,5.161558547666666,4.326003801142858,3.9511066161428574,249.5668649,226.58160641428572,219.24980920714285,7.827850151999994,6.618951969714286,6.222685179499999,5591.1194946666665,4854.246583285714,4566.153666142857
07-04-2021,247,14.69,7.365202729,4,0,0,0.4698,0.4,38.01904702,-93.66499452,8.347786906,2.405068939,5.320534131,225.2998983,2.089570788,0.381295552,0.658555425,0.579284368,521.5661207,0.589325241,6.146995207,6435.170428,0.834354852,0.320514573,6.246081728,2.12006297,0.44884682,0.643651241,0.844213872,0.645081001,4.282816404,0,0,0,573.0,555.7142857142857,519.0714285714286,14.296666666666665,12.989999999999998,13.262857142857143,4.3060847760000005,4.7772697768571435,5.283422478714286,3.3333333333333335,2.4285714285714284,2.357142857142857,96.0,82.28571428571429,82.28571428571429,476040333.3333333,267593857.14285713,242519428.57142857,3.545562369666667,3.4573291171428573,3.592685980214285,134.86380010000002,198.93890044285715,206.47349895000002,5.101626318333327,5.425985730285714,5.540831354785714,3619.3250860000003,3969.9358808571424,4187.636980928571
07-04-2022,203,14.46,7.387193734,1,0,0,0.4567,0.4,38.29499807,-93.48814662,8.50256553,2.523797592,4.103338902,187.7422828,2.488847043,0.319997649,0.640251753,0.385352538,644.477106,0.581089128,5.785676156,5686.042496,-1.448236335,0.246686349,6.427871403,1.82480503,0.451242074,0.552612347,0.839805898,0.670545281,6.214726685,0,0,0,531.0,558.1428571428571,508.42857142857144,14.736666666666665,13.171428571428569,13.278571428571428,4.272939712333334,4.912961300428571,5.3286239025,4.0,2.857142857142857,2.5,96.0,82.28571428571429,61.714285714285715,476040333.3333333,267593857.14285713,242519428.57142857,3.3385019329999994,3.547259208285714,3.6598381000714286,152.52034010000003,175.66890402857143,204.32031884999998,4.667823283999994,5.608706560571428,5.586043094714286,3378.182639666667,3997.997018142857,4233.388999785714
07-04-2023,568,11.76,4.750788699,2,288,0,0.4778,0.6,36.80538211,-97.81025768,8.830046655,2.211575376,3.829719235,384.7084746,2.014462161,0.317943157,0.594365142,0.410271556,536.3806424,0.532251508,5.926857303,6366.132322,2.002715967,0.218304695,7.125697699,1.913430235,0.400374554,0.580977115,0.704520326,0.762735163,5.621123103,0,0,0,378.3333333333333,458.2857142857143,484.7142857142857,14.453333333333333,13.724285714285715,13.528571428571428,4.917465487666667,5.006229594428572,5.3664938284999995,3.0,2.857142857142857,2.357142857142857,0.0,41.142857142857146,61.714285714285715,476040333.3333333,267593857.14285713,242519428.57142857,3.1412910109999994,3.5583640965714283,3.9529337359285712,137.68072703333334,165.96325368571428,197.43405237857147,5.616784145333327,5.761986127428572,6.193369204000001,4040.4043079999997,4127.795915428572,4639.534892357143
07-05-2020,680,11.52,0.0,2,0,1426033000,0.0891,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3850418,270736,2330371,339.3333333333333,440.85714285714283,504.85714285714283,13.636666666666665,13.584285714285713,13.395714285714286,6.501061720666667,5.684913694285714,5.171278597714285,2.3333333333333335,2.5714285714285716,2.2142857142857144,96.0,82.28571428571429,82.28571428571429,0.0,204017285.7142857,242519428.57142857,4.4178640893333325,4.105466844428571,3.8574798079285713,265.91688523333335,220.92160719999998,205.0369874642857,8.560133030333327,7.023421363857143,6.261634463428571,6162.448415333333,5037.2433900000005,4653.167699071429
07-05-2021,492,12.02,5.571210687,4,0,0,0.4682,0.4,37.05430387,-92.87769638,7.992031969,2.843104413,4.491356561,271.7607027,1.882656341,0.334936272,0.552921804,0.593806275,480.8216985,0.56205406,6.678380036,5245.022358,3.104034775,0.317729349,6.670153134,2.620250075,0.568327229,0.66224721,0.824423427,0.731983349,4.440889464,0,0,0,483.6666666666667,488.14285714285717,513.9285714285714,12.579999999999998,13.617142857142857,13.312857142857142,4.045994144333334,4.631634212857143,4.731034024285714,1.6666666666666667,2.7142857142857144,2.2142857142857144,96.0,82.28571428571429,82.28571428571429,475344333.3333333,407736285.71428573,344378928.5714286,2.644352712333333,3.412897053857143,3.463520812,190.81691913333336,171.76315085714285,193.6586945928571,5.777537394999993,5.8550397208571425,5.7707608299999995,4017.3916059999997,4192.188643428572,4199.744870214286
07-05-2022,243,16.35,6.619629847,0,0,0,0.4824,0.4,39.98514999,-85.590934,7.893442097,3.258532935,4.492829595,257.0186271,2.934909464,0.25218696,0.632829822,0.487425622,365.3880882,0.504782741,6.34282588,6826.447191,2.630036521,0.394954475,7.44020136,2.106954578,0.606114692,0.616584574,0.770161685,0.715150537,5.959160948,0,0,0,580.0,505.14285714285717,487.7857142857143,11.766666666666666,13.424285714285714,13.062857142857142,3.4406664620000007,4.361144608142857,4.633779456571429,2.6666666666666665,3.0,2.2857142857142856,96.0,82.28571428571429,61.714285714285715,475344333.3333333,407736285.71428573,344378928.5714286,2.7736919319999997,3.205702928142857,3.4304982455,218.82305910000002,185.9674972,189.68447166428572,5.607359541333327,5.618302000857143,5.7146496319999995,3870.3848933333334,3918.820727857143,4122.292406214286
07-05-2023,520,11.96,6.7368419,2,288,0,0.4904,0.6,36.73830415,-89.72454691,7.359419539,2.634522463,6.19200114,268.7671479,2.03196059,0.270853743,0.625971894,0.467888773,509.7901081,0.401191411,4.383382555,7173.95482,-1.29198879,0.231753804,6.857141763,2.524916966,0.475308022,0.569109177,0.855445447,0.824325743,5.631303204,0,0,0,471.6666666666667,445.42857142857144,465.64285714285717,13.296666666666667,13.572857142857142,13.225714285714286,4.063613511333334,4.527717956571428,5.106610159928572,2.0,2.4285714285714284,2.2857142857142856,0.0,41.142857142857146,61.714285714285715,475344333.3333333,407736285.71428573,235656428.57142857,2.9947287186666656,3.176825489142857,3.7514146451428565,176.25977660000004,189.50428364285713,208.04294502857144,5.2951580219999945,5.937981879571429,6.278466924642856,4023.8231830000004,4365.544970714285,4609.895777000001
07-06-2020,717,11.86,0.0,0,0,1029133000,0.1026,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7026925,403617,3538590,418.3333333333333,421.85714285714283,488.7857142857143,13.443333333333333,13.251428571428573,13.120714285714286,6.309227478,5.490123942285714,5.133696859571429,2.0,2.142857142857143,2.2857142857142856,96.0,82.28571428571429,82.28571428571429,0.0,203719000.0,235656428.57142857,5.058729098666666,4.061397080571429,3.759363098857143,265.8488259,227.89959048571427,213.41924546428572,7.748297868333328,6.989327528,6.207656629142858,6415.141456333334,5390.395659285714,4680.165770071429
07-06-2021,616,11.82,6.571858723,3,0,0,0.4724,0.4,39.27033003,-86.76572492,6.837274092,3.47803485,4.857227178,194.1534287,2.222322013,0.334316445,0.689036118,0.621643463,513.6328236,0.469123803,5.536361275,6001.77773,-0.19920196,0.360605035,6.79897688,2.423232013,0.451691441,0.571869009,0.905618217,0.760651061,4.938220295,0,0,0,493.3333333333333,489.0,523.5714285714286,13.39,12.847142857142858,13.009285714285713,4.452157249,4.437952123857143,4.675456712142858,0.6666666666666666,1.5714285714285714,2.2142857142857144,96.0,82.28571428571429,82.28571428571429,343044333.3333333,350738000.0,309165928.5714286,3.5616102449999993,3.3013207761428567,3.4242899922142853,175.26192500000002,195.7138907285714,185.69139737857145,5.084287211999995,5.796786541428572,5.702746551,4666.800670333333,4471.085598142857,4234.541308142858
07-06-2022,50,14.12,7.96826241,2,0,0,0.4661,0.4,35.94491451,-92.27255849,8.875767026,2.008216018,5.360332647,167.1474493,2.503565141,0.218751418,0.679435725,0.524454363,494.1163655,0.503869121,5.905836092,6849.859744,-1.342839818,0.273682025,6.968016275,2.521354774,0.538925583,0.706909997,0.840127078,0.768913146,4.154014703,0,0,0,617.6666666666666,548.0,503.14285714285717,11.88,12.469999999999999,13.097142857142856,4.436233541000001,4.3214756937142855,4.663852644071428,1.6666666666666667,1.8571428571428572,2.357142857142857,96.0,82.28571428571429,61.714285714285715,343044333.3333333,350738000.0,309165928.5714286,3.6830761059999992,3.4090191012857143,3.4836915989285715,154.3068588666667,196.62976871428575,181.2965112,4.732231210333327,5.558887764571429,5.660436946,4391.91085,4516.190631571429,4321.993273499999
07-06-2023,394,12.79,7.526371082,1,288,0,0.5157,0.6,39.92428632,-87.6544706,10.824533,2.634824747,5.783134984,318.9809085,2.25233135,0.196199146,0.663373547,0.513650592,516.8716238,0.534728209,7.236485684,5121.348252,1.360322733,0.174677044,6.991592643,2.061760525,0.567539105,0.548776686,0.788667326,0.663911008,7.079772939,0,0,0,461.0,474.0,457.42857142857144,12.6,12.807142857142859,13.195714285714287,4.846707044333335,4.781114795285714,5.233014244785714,1.6666666666666667,1.8571428571428572,2.2142857142857144,0.0,41.142857142857146,61.714285714285715,343044333.3333333,350738000.0,277377642.85714287,3.405853274999999,3.627678160142857,3.866572502285714,120.43362600000002,165.54962224285714,193.2356147214286,5.23768037266666,5.5654192461428575,6.294420305000001,4283.879158,4585.294549,4811.2689695
07-07-2020,559,11.96,0.0,4,0,1455047000,0.1303,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11833034,544054,4915467,353.3333333333333,433.14285714285717,460.64285714285717,12.909999999999998,12.98857142857143,13.30285714285714,7.355497405000001,5.856310664142858,5.2439724385,2.0,1.7142857142857142,2.2142857142857144,96.0,82.28571428571429,82.28571428571429,0.0,147019000.0,277377642.85714287,5.333564936333332,4.453840300714286,3.9333686772857144,226.76059550000002,211.11832345714285,191.44073715714288,8.845858039333327,7.111781103285715,6.483410412071429,5990.995242,5316.915727857143,4754.552185642858
07-07-2021,930,15.39,7.253553084,1,0,0,0.442,0.4,38.06598374,-93.26681373,9.506900292,2.989610365,3.349163983,398.6799691,1.873278448,0.255044354,0.614661512,0.380852996,483.4918109,0.449870781,5.232530871,5911.480221,-0.259961527,0.358256521,7.211475695,1.931759048,0.380565855,0.484018003,0.757694119,0.580228045,5.203297121,0,0,0,334.3333333333333,442.7142857142857,473.92857142857144,12.956666666666665,12.98,13.202142857142858,5.164877830666668,5.060423423142858,4.710784015642857,2.3333333333333335,1.7142857142857142,2.357142857142857,96.0,82.28571428571429,82.28571428571429,485015666.6666667,354882857.14285713,381309571.4285714,3.714489210333333,3.8122179348571428,3.5089604315000003,162.04278593333336,172.29536592857144,179.13143156428572,6.566766675333327,5.970062250571429,5.794182125714286,3990.4026653333335,4567.626819571428,4243.223773714286
07-07-2022,439,12.87,6.860120853,1,0,0,0.4631,0.4,35.44217772,-88.21108727,7.949141922,3.038307001,4.454007891,318.3703278,2.13034049,0.366268384,0.598778135,0.602824752,476.2457526,0.399667781,5.698417585,6710.74252,-1.448737681,0.339428935,6.839953331,2.321240234,0.478531021,0.504840554,0.806054963,0.681721775,5.449066116,0,0,0,627.6666666666666,540.8571428571429,493.14285714285717,13.38,12.842857142857142,13.207857142857145,4.926641388666667,5.150983885571429,4.8393509210714285,2.0,1.8571428571428572,2.142857142857143,96.0,82.28571428571429,61.714285714285715,485015666.6666667,354882857.14285713,381309571.4285714,3.0440996556666655,3.6488371331428575,3.412831311142857,239.22029253333335,192.53270049999998,191.01849207142854,6.777144430666662,6.2005562784285715,6.069269079000001,3677.6094909999997,4436.917252428571,4401.231111571428
07-07-2023,352,14.53,6.006244243,1,288,0,0.5087,0.6,37.30741547,-95.71345878,7.088327585,2.401455281,4.885532291,234.1645073,2.775135841,0.264192536,0.650417697,0.446439753,534.001747,0.539696624,6.718349649,5383.319091,3.1946608,0.380619269,7.906522778,2.204009927,0.539718361,0.698661513,0.830313262,0.67386359,6.485482646,0,0,0,642.6666666666666,529.2857142857143,475.57142857142856,13.406666666666666,12.972857142857142,13.112142857142857,4.7045579790000005,5.168595164571428,5.329359553428572,2.0,1.7142857142857142,1.9285714285714286,0.0,41.142857142857146,61.714285714285715,485015666.6666667,354882857.14285713,279300928.5714286,2.601057291333332,3.4005523832857136,3.7309747319285718,239.01676563333334,199.61886905714283,213.75922977142858,5.818680737999994,6.284802333142857,6.637064930571428,4207.4075803333335,4370.7440667142855,4880.569863
07-08-2020,523,10.75,6.85701477,4,0,1672113000,0.0,0.6,0.0,0.0,0.0,0.0,0.0,284.1500134,2.200855221,0.284563299,0.583304067,0.0,445.3452051,0.0,5.006246603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685734003,5.025510934,0,0,0,573.6666666666666,477.14285714285717,483.07142857142856,14.263333333333334,13.354285714285714,13.100714285714286,6.706639393333334,6.026630056428571,5.232291090142857,1.0,1.8571428571428572,1.7142857142857142,96.0,82.28571428571429,82.28571428571429,0.0,207863857.14285713,279300928.5714286,4.229568054999999,4.0984855677142855,3.6999031719285713,317.0716014,233.0709415285714,214.39241612857145,8.181456599666662,7.297420559571429,6.547103550499999,6001.847277333333,5139.789651142857,4805.437624642857
07-08-2021,856,11.51,7.910999978,4,0,0,0.4741,0.4,37.76127629,-90.70427966,9.55382719,3.162458609,5.177863126,342.264237,2.230953222,0.397298598,0.650880047,0.617685,477.8308848,0.451055554,4.538611867,5228.885537,1.922459311,0.309289336,6.897567684,2.180453286,0.460775631,0.680752066,0.730231276,0.553368458,4.671316617,0,0,0,438.0,463.85714285714283,505.92857142857144,12.716666666666667,13.20142857142857,12.835714285714285,6.574459955333334,6.067366634571428,5.194421164142858,2.0,2.0,1.9285714285714286,96.0,82.28571428571429,82.28571428571429,557371000.0,446737142.85714287,398737571.4285714,3.1131800606666657,3.4045959708571423,3.4068075360714287,278.8949495,245.92759648571428,221.27868259999997,5.012489835666661,6.320667117857143,5.939777441214285,4031.353870333334,4282.392832571429,4399.291732071429
07-08-2022,50,11.65,7.205431783,4,0,0,0.4828,0.4,36.24057226,-92.46837804,8.819196346,3.466927661,6.95169193,420.168693,1.986691153,0.355268478,0.547841209,0.479524528,541.7913034,0.498062578,4.386235802,6131.892016,-1.131889124,0.286347824,8.055990994,2.679447437,0.318776738,0.690731671,0.794861732,0.568720185,5.393194186,0,0,0,577.0,579.0,526.5,12.263333333333334,12.828571428571427,12.817857142857145,6.9247529970000015,6.0591862871428575,5.420150541214285,3.0,2.2857142857142856,2.0714285714285716,96.0,82.28571428571429,61.714285714285715,557371000.0,446737142.85714287,398737571.4285714,3.3544651389999984,3.378528896428571,3.5031035282857137,286.8595859,270.9442804428571,218.24695134285716,5.547384924999995,6.417532855571429,5.991476050857143,3537.4015426666665,4050.825088714286,4318.059818857143
07-08-2023,271,16.95,6.040792644,1,288,0,0.4742,0.6,39.92406213,-91.68324106,8.047269822,1.699277828,4.743179656,177.1121254,1.924812107,0.218238938,0.622274185,0.596863934,497.0553464,0.592999316,6.120483834,6228.295771,-1.24885481,0.327229823,7.980076196,2.063409877,0.413551087,0.619822447,0.70100139,0.692156366,4.799955305,0,0,0,476.3333333333333,529.8571428571429,481.5,11.303333333333333,12.665714285714285,12.827142857142857,7.324482177,6.013337815857143,5.93482424,4.0,2.7142857142857144,2.2142857142857144,0.0,41.142857142857146,61.714285714285715,557371000.0,446737142.85714287,296878071.4285714,4.043185018666666,3.545465603,3.9996529518571426,348.8609811333333,285.3996782285714,248.25900084285715,6.124341178666661,6.131056190714285,6.6214186470000005,3786.925851,4195.188483571428,4756.052105714285
07-09-2020,437,9.59,6.85701477,3,0,1672113000,0.0,0.6,0.0,0.0,0.0,0.0,0.0,284.1500134,2.200855221,0.284563299,0.583304067,0.0,445.3452051,0.0,5.006246603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685734003,5.025510934,0,0,0,392.3333333333333,488.7142857142857,465.7142857142857,13.37,13.37857142857143,13.179285714285715,7.052408135,6.876308193571428,5.9683658083571425,3.0,2.2857142857142856,2.0,96.0,82.28571428571429,82.28571428571429,0.0,238873285.7142857,296878071.4285714,5.624244903999998,4.223062696714285,4.017640315785714,313.18168513333336,310.7014104285714,241.4983881785714,8.80676445266666,7.280666165285714,6.625364207928571,5863.024441333334,5084.945022285714,4826.285920928572
07-09-2021,670,12.95,6.13189422,2,0,0,0.4677,0.4,38.55320759,-85.26064247,9.010203616,2.921094938,6.161394345,365.923475,2.276522954,0.31623255,0.7452563,0.406669715,435.3856163,0.579942457,5.434357149,5524.885345,-0.973340018,0.275800128,7.232386731,1.832502259,0.346664573,0.599032909,0.755608723,0.733573827,5.248370225,0,0,0,252.66666666666666,418.2857142857143,479.57142857142856,12.729999999999999,12.549999999999999,12.696428571428571,6.7010797323333335,6.819659863,5.985321874285715,2.6666666666666665,2.5714285714285716,2.2142857142857144,96.0,82.28571428571429,82.28571428571429,557371000.0,477746571.4285714,416314714.28571427,3.8982905286666654,3.7446106991428567,3.696723916142857,293.8102772666667,294.3399881857143,243.43634434285715,5.6221553893333285,5.922537552142857,6.061546915285715,4120.062595666666,4240.447847857143,4338.682550142857
07-09-2022,572,13.86,7.036428541,2,0,0,0.4535,0.4,36.35534684,-92.06783652,8.249372261,2.101790398,4.341755328,168.0915486,2.457663968,0.312703214,0.490643949,0.557409455,414.4911231,0.528060461,5.022950616,5853.225039,-0.163980528,0.28351795,7.446780137,2.467911588,0.394581838,0.609153573,0.857558216,0.825404446,6.187008304,0,0,0,459.3333333333333,451.2857142857143,490.2857142857143,13.163333333333334,12.56142857142857,12.767142857142858,6.343233878,6.7156274868571435,5.9421113257142855,2.0,2.7142857142857144,2.2142857142857144,96.0,82.28571428571429,61.714285714285715,557371000.0,477746571.4285714,416314714.28571427,3.6348580003333324,3.988523049714286,3.6945377165,275.72853793333337,301.13329492857144,250.37608199285714,5.685824479333328,6.074117794142857,6.179460063642858,3917.7270386666664,4071.0396800000003,4220.891873357143
07-09-2023,432,15.59,7.228147331,1,288,0,0.4868,0.6,36.31452163,-88.18221891,6.468601766,2.251020818,5.392056314,255.7636902,2.520417598,0.20368048,0.624490394,0.49167746,467.9834814,0.529277323,4.396298166,6475.991698,-1.383347322,0.303001169,8.371286713,2.3258293,0.433439057,0.702223405,0.782154719,0.751159987,4.797772299,0,0,0,559.6666666666666,482.7142857142857,479.92857142857144,12.133333333333333,12.465714285714284,12.91,6.675112510333334,6.862796672285715,6.444713364357143,2.3333333333333335,2.857142857142857,2.357142857142857,0.0,41.142857142857146,61.714285714285715,557371000.0,477746571.4285714,342805214.28571427,3.5010498909999987,3.910840626428571,4.004663097071428,272.72167900000005,291.69430082857144,262.3826211785714,5.753191958999994,6.239981319285714,6.768700939428571,3792.703461333333,4138.1691011428575,4638.979376142857
07-10-2020,411,15.22,6.85701477,1,0,1672113000,0.0,0.6,0.0,0.0,0.0,0.0,0.0,284.1500134,2.200855221,0.284563299,0.583304067,0.0,445.3452051,0.0,5.006246603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685734003,5.025510934,0,0,0,558.0,469.7142857142857,466.7857142857143,14.133333333333333,13.157142857142857,13.179285714285713,6.798823364,6.915815609571427,6.491591122071428,1.6666666666666667,2.4285714285714284,2.2142857142857144,96.0,82.28571428571429,82.28571428571429,0.0,238873285.7142857,342805214.28571427,5.298401995666666,4.681134385571428,4.042865178214286,263.2595712666667,287.6391118,266.78335414285715,7.909392547666662,7.164067285857143,6.742367201857143,5951.367360666666,5063.310772285715,4672.851802428571
07-10-2021,752,15.1,7.143747877,3,0,0,0.507,0.4,39.11926882,-82.22325361,8.255215776,3.115596421,5.276028301,263.7060059,2.801035429,0.518983586,0.645510669,0.521839197,559.5657766,0.544220105,5.257832783,7128.258856,4.36599089,0.340747194,7.023790139,2.103149891,0.59790663,0.640500656,0.816942175,0.619768816,5.578832246,0,0,0,471.6666666666667,406.14285714285717,492.57142857142856,14.89,13.687142857142858,13.257857142857143,7.040530214,6.765246294142857,6.412216290642857,1.3333333333333333,2.0,2.142857142857143,96.0,82.28571428571429,82.28571428571429,557371000.0,477746571.4285714,462241857.14285713,3.244603880666665,3.941439653285714,3.6599842748571425,236.00175073333335,279.33707985714284,275.14068015000004,4.905991342333327,5.799234830142857,6.108383842857143,4109.738912333333,4316.3271241428565,4183.576106428572
07-10-2022,513,12.35,6.602774387,2,0,0,0.4658,0.4,36.44292501,-89.24220606,8.211024607,3.676102146,5.698246616,270.0048329,1.750591541,0.216542623,0.699144287,0.507333682,610.2892393,0.373252417,5.078469934,6030.832375,0.02070191,0.384528523,7.610014227,2.415750202,0.46087067,0.611805656,0.713308302,0.811416212,4.162139788,0,0,0,531.6666666666666,506.42857142857144,518.1428571428571,15.303333333333333,14.179999999999998,13.422857142857143,7.076303326000001,6.756434307571429,6.384886061714286,1.6666666666666667,1.8571428571428572,2.2857142857142856,96.0,82.28571428571429,61.714285714285715,557371000.0,477746571.4285714,462241857.14285713,3.556028204999999,3.702059134857143,3.623762368928571,267.8732365,256.9852674142857,271.19247282142857,4.907939180666661,5.718666177285714,5.924861184,4534.750184666666,4458.665244142857,4326.926863857143
07-10-2023,269,13.83,7.053987557,0,288,0,0.4991,0.6,38.24409171,-89.46003903,8.855258156,2.189237327,5.272395231,427.0832405,2.11481328,0.287232601,0.715753035,0.582745978,384.1497757,0.58063636,5.4922951,6332.189472,2.374579891,0.283836123,6.047446216,2.270646946,0.581681537,0.558095607,0.739539281,0.637413654,4.249041914,0,0,0,558.6666666666666,541.0,514.8571428571429,14.223333333333334,13.522857142857145,13.450714285714286,6.867845678000001,6.836717413714287,6.8565128036428575,2.0,2.0,2.142857142857143,0.0,41.142857142857146,61.714285714285715,557371000.0,477746571.4285714,358309928.5714286,3.6580916389999985,3.838497272,4.030779984357143,272.62028406666667,270.25565420000004,290.4785323142857,5.488746794333328,5.742059718,6.511362941642857,4386.363743666667,4430.456187571429,4757.700604928571
07-11-2020,313,11.06,6.85701477,2,0,1672113000,0.0,0.6,0.0,0.0,0.0,0.0,0.0,284.1500134,2.200855221,0.284563299,0.583304067,0.0,445.3452051,0.0,5.006246603,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.685734003,5.025510934,0,0,0,511.3333333333333,517.0,467.64285714285717,13.76,14.12857142857143,13.339285714285712,6.933503273666667,6.864856383285714,6.842258123142857,1.6666666666666667,1.5714285714285714,2.0714285714285716,96.0,82.28571428571429,82.28571428571429,0.0,238873285.7142857,358309928.5714286,5.415556715999998,4.591696590714286,4.168153644928571,320.2646931,290.6746866428571,292.5073374142857,8.440499512999994,7.007096597428571,6.464817074785714,6497.093567666667,5335.0546835714285,4787.751265714286
